cityid,citylevel,min_htlh_book_per_pcnt,max_htlh_book_per_pcnt,min_htlh_log_novoters,max_htlh_log_novoters,min_htlh_isreturn,max_htlh_isreturn,min_htlr_s_price_per_hisprice,max_htlr_s_price_per_hisprice,min_htlr_avg_by_price,max_htlr_avg_by_price,min_htlr_rev_by_price,max_htlr_rev_by_price,min_userh_meanprice,max_userh_meanprice,min_userh_is_price_sensity,max_userh_is_price_sensity,min_userh_ordernum,max_userh_ordernum,min_poi_dist_wilson,max_poi_dist_wilson,min_inter_star_dist_1,max_inter_star_dist_1,min_inter_star_dist_2,max_inter_star_dist_2,min_inter_star_dist_3,max_inter_star_dist_3,min_inter_star_dist_4,max_inter_star_dist_4,min_inter_star_dist_5,max_inter_star_dist_5,min_inter_log_ciisum_dist_1,max_inter_log_ciisum_dist_1,min_inter_log_ciisum_dist_2,max_inter_log_ciisum_dist_2,min_inter_log_ciisum_dist_3,max_inter_log_ciisum_dist_3,min_inter_log_ciisum_dist_4,max_inter_log_ciisum_dist_4,min_inter_log_ciisum_dist_5,max_inter_log_ciisum_dist_5,min_inter_commissionfirst_dist_1,max_inter_commissionfirst_dist_1,min_inter_commissionfirst_dist_2,max_inter_commissionfirst_dist_2,min_inter_commissionfirst_dist_3,max_inter_commissionfirst_dist_3,min_inter_commissionfirst_dist_4,max_inter_commissionfirst_dist_4,min_inter_commissionfirst_dist_5,max_inter_commissionfirst_dist_5,min_inter_s_price_dist_1,max_inter_s_price_dist_1,min_inter_s_price_dist_2,max_inter_s_price_dist_2,min_inter_s_price_dist_3,max_inter_s_price_dist_3,min_inter_s_price_dist_4,max_inter_s_price_dist_4,min_inter_s_price_dist_5,max_inter_s_price_dist_5,min_userh_meanprice_delta_abs,max_userh_meanprice_delta_abs,d
2437,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2438,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2439,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2440,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2441,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2442,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2443,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2444,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2445,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2447,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2448,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2449,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2450,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2451,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2452,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2453,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2454,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2455,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2456,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2457,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2458,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2459,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2460,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2461,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2462,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2463,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2464,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2465,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2466,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2467,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2468,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2469,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2471,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2472,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2473,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2474,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2475,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2476,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2477,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2479,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2480,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2481,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
2482,LevelThree,0,0.049129963,1.9802417,8.092457,0,0.98921484,0.5169331,4.9564905,0.35228416,2.1056044,0.011333333,0.016333334,122.23821,719.83997,-5.82E-06,0.48084506,1,43,0,0.24462526,0,0.02,0,0.004,0,0.002352941,0,0.001188386,0,3.45E-04,0,0.017855288,0,0.003541517,0,0.001890401,0,9.03E-04,0,1.41E-04,2.87E-09,5.13684,0,0.5896634,1.64E-10,0.37155128,1.02E-10,0.14608112,2.10E-10,0.014036175,0,2.4326875,0,0.38897777,0,0.21090454,0,0.0999,0,0.02759301,10.413291,607.445,2017/9/10
